lemma	stem	lemma_freq	stem_type
vékonyodik	vékoṉod	4362	cvc
webprogramozik	webprogramoz	4	cvc
wikizik	wikiz	28	cvc
zsugázik	žugáz	173	cvc
állatozik	állatoz	65	cvc
állódobozik	állódoboz	4	cvc
átegyensúlyozik	áteḏenšújoz	39	cvc
átfekszik	átfeks	112	cc
átformálódik	átformálód	2118	cvc
áthangolódik	áthangolód	670	cvc
átlátszik	átláts	1986	cc
átmelegedik	átmeleged	3576	cvc
átmerészkedik	átmerésked	306	cvc
átmetrózik	átmetróz	96	cvc
átrendeződik	átrendeződök	7751	cvc
átsodródik	átšodród	807	cvc
áttúrázik	áttúráz	58	cvc
átvonatozik	átvonatoz	240	cvc
átóvatoskodik	átóvatoškod	27	cvc
éhezik	éhezök	59636	cvc
érlelődik	érlelődök	17933	cvc
érlelődik	érlelődöm	17933	cvc
érződik	érződök	74697	cvc
önkényeskedik	önkéṉešked	449	cvc
összecsapódik	össečapód	457	cvc
összecsiszolódik	össečisolód	3438	cvc
összegyűlik	össeḏűlök	68679	cvc
összehúzódik	össehúzód	11494	cvc
összemelegszik	össemelegs	2155	cc
összepiszkolódik	össepiskolód	259	cvc
összerendeződik	össerendeződöm	561	cvc
összesodródik	össešodród	323	cvc
összeverekszik	össevereked	4936	cvc
összezsugorodik	össežugorod	6782	cvc
ügynökösködik	üḏnököšködöm	182	cvc
adalékozik	adalékoz	10	cvc
adatfajlik	adatfajl	3	cc
akvarellezik	akvarellez	42	cvc
alapdobozik	alapdoboz	7	cvc
alkatrészezik	alkatrésez	6	cvc
almosodik	almošod	24	cvc
alázatoskodik	alázatoškod	165	cvc
angolosodik	angološod	53	cvc
angyalozik	anḏaloz	13	cvc
arabozik	araboz	53	cvc
aramozik	aramoz	5	cvc
aranylik	araṉl	865	cc
aszfaltozik	asfaltoz	5727	cvc
atlétikázik	atlétikáz	159	cvc
bajoskodik	bajoškod	101	cvc
bankozik	bankoz	27	cvc
baszódik	basód	1072	cvc
beavatódik	beavatód	350	cvc
bebiciklizik	bebicikliz	207	cvc
bebumlizik	bebumliz	103	cvc
bebundázik	bebundáz	19	cvc
bebátorodik	bebátorod	10	cvc
bebüdösödik	bebüdöšödök	339	cvc
bedrogozik	bedrogoz	310	cvc
bedrótozik	bedrótoz	224	cvc
befoltozik	befoltoz	1982	cvc
behajózik	behajóz	1347	cvc
behuzalozik	behuzaloz	51	cvc
beigazolódik	beigazolód	26520	cvc
beiramodik	beiramod	32	cvc
bejglizik	bejgliz	16	cvc
bekocsizik	bekočiz	72	cvc
bekontárkodik	bekontárkod	12	cvc
bekönnyezik	beköṉṉez	90	cvc
belecsömörlik	belečömörlök	128	cvc
beledrótozik	beledrótoz	21	cvc
belefingik	belefing	232	cc
beleilleszkedik	beleillesked	3880	cvc
belekeseredik	belekešered	385	cvc
belelökődik	belelökődöm	7	cvc
belemerészkedik	belemerésked	153	cvc
belepréselődik	belepréšelődöm	203	cvc
beleselkedik	belešelked	78	cvc
beleszaglászik	belesaglás	34	cvc
belgásodik	belgášod	4	cvc
besodródik	bešodród	576	cvc
beszappanozik	besappanoz	92	cvc
beszegődik	besegődök	397	cvc
beszínesedik	besínešed	65	cvc
besötétedik	bešötéted	10031	cvc
besütizik	bešütiz	28	cvc
betekeredik	betekered	156	cvc
betelefonozik	betelefonoz	4	cvc
betetszik	betets	24	cc
betűzik	betűzöm	123	cvc
bevadászik	bevadás	97	cvc
bevételezik	bevételez	140	cvc
bezavarodik	bezavarod	71	cvc
billogozik	billogoz	46	cvc
bizalmatlankodik	bizalmatlankod	284	cvc
bogozódik	bogozód	170	cvc
boszorkányszik	bosorkáṉs	3	cc
bubizik	bubiz	147	cvc
cakkozik	cakkoz	114	cvc
cicózik	cicóz	756	cvc
cisztásodik	cistášod	20	cvc
combosodik	combošod	184	cvc
csatakozik	čatakoz	355	cvc
csibészkedik	čibésked	324	cvc
csinosodik	činošod	521	cvc
csomagozik	čomagoz	12	cvc
csőszködik	čősködök	91	cvc
dehidratálódik	dehidratálód	523	cvc
deresedik	derešed	388	cvc
dodzsemezik	dodžemez	237	cvc
dolgozódik	dolgozód	420	cvc
díszlik	dísl	4946	cc
egybeesik	eḏbeeš	37431	cvc
ejtődik	ejtődöm	223	cvc
elaprózódik	elaprózód	1329	cvc
elbábozik	elbáboz	43	cvc
elbúcsúzkodik	elbúčúzkod	147	cvc
eldisznósodik	eldisnóšod	3	cvc
eldöglik	eldöglök	94	cvc
elfelejtődik	elfelejtődök	6065	cvc
elfogódik	elfogód	595	cvc
elgaloppozik	elgaloppoz	90	cvc
elhangolódik	elhangolód	514	cvc
elirtózik	elirtóz	22	cvc
eljátszódik	eljátsód	112	cvc
elkecskésedik	elkečkéšed	11	cvc
elkérezkedik	elkérezked	90	cvc
elkötődik	elkötődöm	10	cvc
ellenkormányozik	ellenkormáṉoz	37	cvc
elmacskásodik	elmačkášod	243	cvc
elmozizik	elmoziz	7	cvc
elmállik	elmáll	520	cc
elműködik	elműködöm	679	cvc
elnyelődik	elṉelődök	3165	cvc
elnyújtózkodik	elṉújtózkod	238	cvc
elporzik	elporz	369	cc
elringatózik	elringatóz	65	cvc
elspurizik	elšpuriz	46	cvc
eltaxizik	eltaxiz	142	cvc
eltengődik	eltengődöm	308	cvc
eltiplizik	eltipliz	37	cvc
eltépelődik	eltépelődöm	17	cvc
elvágyakozik	elváḏakoz	60	cvc
elvárakozik	elvárakoz	19	cvc
elvásik	elváš	859	cvc
elzáródik	elzáród	5733	cvc
eléjszakázik	eléjsakáz	8	cvc
elígérkezik	elígérkez	664	cvc
elökörködik	elökörködök	94	cvc
elöregszik	elöregs	3341	cc
elörömködik	elörömködöm	13	cvc
előbogarászik	előbogarás	53	cvc
előreesik	előreeš	720	cvc
előrekúszik	előrekús	120	cvc
előtakarékoskodik	előtakarékoškod	705	cvc
engedik	engedöm	4	cvc
epéskedik	epéšked	66	cvc
eresedik	erešed	33	cvc
esteledik	ešteled	5772	cvc
fejődik	fejődök	797	cvc
felbotlik	felbotl	89	cc
felcikkezik	felcikkez	39	cvc
feleszik	feles	47766	cvc
felforrósodik	felforróšod	6067	cvc
felhúzódzkodik	felhúzódzkod	220	cvc
felkerekezik	felkerekez	166	cvc
felkiáltójelezik	felkiáltójelez	7	cvc
feloszlik	felosl	21145	cc
felpaprikázódik	felpaprikázód	197	cvc
felpontozik	felpontoz	143	cvc
felrugaszkodik	felrugaskod	53	cvc
felsiklik	felšikl	199	cc
felszólamlik	felsólaml	45	cc
feltelepszik	felteleps	236	cc
feltelezik	feltelez	11	cvc
feltetszik	feltets	206	cc
feltárulkozik	feltárulkoz	948	cvc
felválik	felvál	2101	cvc
felételezik	felételez	20	cvc
felöltődik	felöltődöm	147	cvc
fertőződik	fertőződök	16236	cvc
filmklubozik	filmkluboz	5	cvc
formásodik	formášod	664	cvc
furkálódik	furkálód	124	cvc
félrebaszik	félrebas	56	cvc
félreeszik	félrees	63	cvc
férfiasodik	férfiašod	243	cvc
fölbukik	fölbuk	321	cvc
fölköltözik	fölköltözöm	100	cvc
föltöltődik	föltöltődök	169	cvc
függetlenedik	függetlened	5837	cvc
fürdőzik	fürdőzöm	2872	cvc
főzőcskézik	főzőčkéz	616	cvc
ganajozik	ganajoz	64	cvc
generálozik	generáloz	169	cvc
gyúródik	ḏúród	339	cvc
gyümölcsösödik	ḏümölčöšödöm	8	cvc
gázozik	gázoz	9	cvc
gépkocsizik	gépkočiz	5	cvc
hallatszik	hallats	66547	cc
hangfajlik	hangfajl	3	cc
hangszínszabályozik	hangsínsabájoz	3	cvc
hangversenyezik	hangveršeṉez	1042	cvc
hazabiciklizik	hazabicikliz	163	cvc
hazabumlizik	hazabumliz	33	cvc
hazaszerződik	hazaserződöm	69	cvc
hazavágyódik	hazaváḏód	86	cvc
hegesedik	hegešed	859	cvc
hernyósodik	herṉóšod	7	cvc
hervadozik	hervadoz	992	cvc
heveskedik	hevešked	472	cvc
hivatalnokoskodik	hivatalnokoškod	145	cvc
holokausztozik	holokaustoz	60	cvc
hozzádörgölőzik	hozzádörgölőzöm	217	cvc
hozzáfűzik	hozzáfűzöm	40	cvc
hozzáigazodik	hozzáigazod	631	cvc
hulahoppozik	hulahoppoz	32	cvc
huzalozik	huzaloz	394	cvc
hájasodik	hájašod	91	cvc
hátrafekszik	hátrafeks	64	cc
hátratántorodik	hátratántorod	554	cvc
hüvelyizmozik	hüvejizmoz	4	cvc
idehízik	idehíz	3	cvc
idekeveredik	idekevered	452	cvc
idekontárkodik	idekontárkod	6	cvc
idemerészkedik	idemerésked	114	cvc
idepontozik	idepontoz	3	cvc
idevetődik	idevetődök	375	cvc
illetlenkedik	illetlenked	141	cvc
illóolajozik	illóolajoz	5	cvc
ismerszik	išmers	7941	cc
ismerődik	išmerődök	96	cvc
ismétlődik	išmétlőd	40309	cvc
istenszik	ištensöm	7	cvc
izombizik	izombiz	4	cvc
jampizik	jampiz	33	cvc
japánozik	japánoz	8	cvc
karanténozik	karanténoz	14	cvc
karneválozik	karneváloz	101	cvc
kartonozik	kartonoz	39	cvc
kegyetlenkedik	keḏetlenked	1899	cvc
kenekedik	keneks	141	cc
keresztülvergődik	kerestülvergődöm	374	cvc
kezelődik	kezelődök	388	cvc
khik	khöm	5	cvc
kibulizik	kibuliz	298	cvc
kicsapódik	kičapód	9581	cvc
kierőlködik	kierőlködök	65	cvc
kifeslik	kifešl	342	cc
kigabalyodik	kigabajod	111	cvc
kihurcolkodik	kihurcolkod	115	cvc
kijelentkeződik	kijelentkeződöm	4	cvc
kikerékpározik	kikerékpároz	46	cvc
kikésik	kikéš	164	cvc
kilökődik	kilökődöm	2222	cvc
kimargarinozik	kimargarinoz	54	cvc
kipanaszkodik	kipanaskod	715	cvc
kiragyásodik	kiraḏášod	16	cvc
kirajzik	kirajz	1652	cc
kisebbedik	kišebbed	1371	cvc
kitelik	kitel	6522	cvc
kivédekezik	kivédekez	3127	cvc
kiűzik	kiűzöm	70	cvc
koncentrálódik	koncentrálód	27148	cvc
kufárkodik	kufárkod	698	cvc
kuktálkodik	kuktálkod	35	cvc
kulizik	kuliz	75	cvc
kánkánozik	kánkánoz	25	cvc
károsodik	károšod	44575	cvc
kárörvendezik	kárörvendez	137	cvc
kényszeredik	kéṉsered	769	cvc
kérdik	kérdöm	3	cvc
körbebiciklizik	körbebicikliz	238	cvc
körbegurigázik	körbegurigáz	3	cvc
körbehajózik	körbehajóz	73	cvc
körbeúszik	körbeús	311	cvc
körvonalazódik	körvonalazód	34236	cvc
követelőzik	követelődzök	2086	cvc
közlekedik	közlekedök	287338	cvc
küldik	küld	452	cc
különbözik	különböz	364143	cvc
leamortizálódik	leamortizálód	1488	cvc
lebuzizik	lebuziz	154	cvc
lefékeződik	lefékeződöm	1771	cvc
legatyásodik	legaṯášod	529	cvc
legendázik	legendáz	32	cvc
lekerekezik	lekerekez	82	cvc
lekorlátozódik	lekorlátozód	395	cvc
lelkezik	lelkez	118	cvc
lepárolódik	lepárolód	29	cvc
lerakodik	lerakod	1221	cvc
lesettenkedik	lešettenked	37	cvc
lespurizik	lešpuriz	9	cvc
leszabályozik	lesabájoz	357	cvc
leszökik	lesököm	319	cvc
letornázik	letornáz	271	cvc
letűnik	letűnök	1074	cvc
levetődik	levetődök	119	cvc
lezötykölődik	lezöṯkölődök	25	cvc
lezüllik	lezüllök	966	cvc
leömlik	leömlök	84	cvc
lovizik	loviz	15	cvc
lovik	lov	10	cvc
lufizik	lufiz	51	cvc
légszik	légs	16	cc
lélegezik	lélegez	54	cvc
lószik	lós	3	cvc
materializálódik	materializálód	2188	cvc
megadózik	megadóz	2102	cvc
megbátorkodik	megbátorkod	4	cvc
megbátorodik	megbátorod	395	cvc
megbűnhődik	megbűnhődök	2929	cvc
megcsalatkozik	megčalatkoz	195	cvc
megedződik	megedződök	2535	cvc
megfejlik	megfejl	8	cc
megháborodik	megháborod	756	cvc
megkopik	megkop	17463	cvc
megkotorászik	megkotorás	5	cvc
meglassúdik	meglaššúd	163	cvc
megoszlik	megosl	37972	cc
megperzselődik	megperželődöm	854	cvc
megsavanyodik	megšavaṉod	1428	cvc
megszentelődik	megsentelődök	1747	cvc
megvidámodik	megvidámod	251	cvc
mellételepszik	mellételeps	98	cc
menekszik	meneked	1116	cvc
mentegetőzik	mentegetődzök	2003	cvc
modernizálódik	modernizálód	2151	cvc
modulozik	moduloz	31	cvc
morzsolódik	moržolód	3703	cvc
mumifikálódik	mumifikálód	1018	cvc
munkázik	munkáz	111	cvc
márkizik	márkiz	5	cvc
mézeskalácsozik	mézeškaláčoz	52	cvc
múzeumozik	múzeumoz	45	cvc
nagyfiúsodik	naḏfiúšod	19	cvc
nehézkedik	nehézked	243	cvc
nekikészülődik	nekikésülődöm	284	cvc
nekinyomódik	nekiṉomód	416	cvc
nekiütődik	nekiütődöm	786	cvc
nembizik	nembiz	4	cvc
nyelvszik	ṉelvs	4	cc
nyugizik	ṉugiz	36	cvc
nyájaskodik	ṉájaškod	319	cvc
nyüvik	ṉüvöm	6	cvc
néptáncozik	néptáncoz	4	cvc
névnapozik	névnapoz	115	cvc
odagömbölyödik	odagömböjödök	32	cvc
odaillik	odaill	648	cc
odaszegeződik	odasegeződök	109	cvc
olaszozik	olasoz	22	cvc
országutazik	orságutaz	13	cvc
pajtáskodik	pajtáškod	208	cvc
pallérozódik	pallérozód	1591	cvc
pattanásosodik	pattanášošod	71	cvc
pelusozik	pelušoz	115	cvc
penderedik	pendered	84	cvc
perzselődik	perželődök	852	cvc
perzselődik	perželődöm	852	cvc
pezsgőzik	pežgőzök	655	cvc
piszkoskodik	piskoškod	173	cvc
pisztrángozik	pistrángoz	116	cvc
polcozik	polcoz	83	cvc
pszeudorandik	pseudorand	3	cc
pácolódik	pácolód	1769	cvc
párosodik	párošod	4817	cvc
ragszik	rags	73	cc
ragyásodik	raḏášod	32	cvc
reformálódik	reformálód	164	cvc
rejtezik	rejtez	4572	cvc
rejtjelezik	rejtjelez	173	cvc
riasztódobozik	riastódoboz	3	cvc
ribancozik	ribancoz	64	cvc
ripacskodik	ripačkod	871	cvc
riposztozik	ripostoz	401	cvc
rogyadozik	roḏadoz	1367	cvc
rollizik	rolliz	16	cvc
ruházkodik	ruházkod	1397	cvc
rácélozik	rácéloz	44	cvc
rágumizik	rágumiz	15	cvc
ráhanyatlik	ráhaṉatl	57	cc
ráhugyozik	ráhuḏoz	34	cvc
ránehézkedik	ránehézked	86	cvc
rányomdázik	ráṉomdáz	65	cvc
rápréselődik	rápréšelődök	28	cvc
rászabályozik	rásabájoz	4	cvc
ráérdeklődik	ráérdeklődök	37	cvc
rövidtávozik	rövidtávoz	4	cvc
spanglizik	špangliz	61	cvc
spiccbotozik	špiccbotoz	9	cvc
stresszezik	štressez	34	cvc
szakozik	sakoz	25	cvc
szakvizsgázik	sakvižgáz	2821	cvc
szalonozik	salonoz	14	cvc
szekálódik	sekálód	5	cvc
szembeütközik	sembeütközöm	66	cvc
szennyeződik	seṉṉeződöm	8575	cvc
szenteskedik	sentešked	208	cvc
szerencsejátékozik	serenčejátékoz	258	cvc
szerveződik	serveződök	59340	cvc
szerveződik	serveződöm	59340	cvc
szájhősködik	sájhőšködöm	144	cvc
számítódik	sámítód	2554	cvc
szétaprózódik	sétaprózód	834	cvc
szétbomlik	sétboml	1478	cc
szétforgácsolódik	sétforgáčolód	1340	cvc
szétharangozik	sétharangoz	4	cvc
szétkuksizik	sétkukšiz	3	cvc
szétomlik	sétoml	650	cc
szétoszlik	sétosl	4258	cc
szétroncsolódik	sétrončolód	762	cvc
szétázik	sétáz	1737	cvc
színesedik	sínešed	5561	cvc
szívóskodik	sívóškod	145	cvc
szövődik	sövődöm	17256	cvc
szűrődik	sűrődök	11887	cvc
sápadozik	šápadoz	355	cvc
sárkányosodik	šárkáṉošod	96	cvc
süllyesztődobozik	šüjjestődoboz	3	cvc
sürgölődik	šürgölődöm	2392	cvc
takarmányozik	takarmáṉoz	97	cvc
taknyosodik	takṉošod	83	cvc
tapaszozik	tapasoz	18	cvc
tapasztalódik	tapastalód	44	cvc
tekergőzik	tekergőzök	959	cvc
terebélyesedik	terebéješed	5751	cvc
teremfocizik	teremfociz	67	cvc
tevézik	tevéz	11	cvc
tolvajozik	tolvajoz	62	cvc
tonikozik	tonikoz	19	cvc
torzsalkodik	toržalkod	530	cvc
továbbpróbálkozik	továbbpróbálkoz	13	cvc
továbbsiklik	továbbšikl	209	cc
továbbspurizik	továbbšpuriz	5	cvc
továbbugrik	továbbugr	171	cc
továbbvergődik	továbbvergődök	60	cvc
trafik	traf	20593	cvc
tudakolózik	tudakolóz	110	cvc
tárolódik	tárolód	33869	cvc
tökéletesedik	tökéletešed	3633	cvc
töpörödik	töpörödök	909	cvc
törleszkedik	törlesked	801	cvc
törlődik	törlődöm	35110	cvc
tötyörészik	töṯörés	43	cvc
túltelítődik	túltelítődök	534	cvc
túlterhelődik	túlterhelődök	1631	cvc
tűnik	tűn	2079177	cvc
utálatoskodik	utálatoškod	25	cvc
vackolódik	vackolód	577	cvc
vadszik	vads	16	cc
veszkődik	veskődök	353	cvc
vetekszik	veteked	28843	cvc
vidámodik	vidámod	151	cvc
virtuskodik	virtuškod	206	cvc
visszaerősödik	vissaerőšödöm	969	cvc
visszafanyalodik	vissafaṉalod	6	cvc
visszafékezik	vissafékez	13	cvc
visszagondolkozik	vissagondolkoz	6	cvc
visszahivatkozik	vissahivatkoz	255	cvc
visszakászálódik	vissakásálód	81	cvc
visszamelegedik	vissameleged	162	cvc
visszapimaszkodik	vissapimaskod	4	cvc
visszapontozik	vissapontoz	5	cvc
visszasiklik	vissašikl	164	cc
visszatelepszik	vissateleps	567	cc
viszik	vis	522	cvc
vállasodik	vállašod	49	cvc
végighajózik	végighajóz	342	cvc
végigkínlódik	végigkínlód	445	cvc
végigunatkozik	végigunatkoz	218	cvc
végigvergődik	végigvergődöm	171	cvc
zoknizik	zokniz	7	cvc
zoomozik	zoomoz	3	cvc
zsellérkedik	žellérked	25	cvc
zsiványkodik	živáṉkod	108	cvc
álmatlankodik	álmatlankod	31	cvc
átbaszik	átbas	1376	cvc
átbotladozik	átbotladoz	59	cvc
átbringázik	átbringáz	80	cvc
átfurakszik	átfuraks	504	cc
átfényesedik	átféṉešed	226	cvc
átjódlizik	átjódliz	3	cvc
átkeresztelkedik	átkerestelked	243	cvc
átkocsizik	átkočiz	90	cvc
átkéredzkedik	átkéredzked	96	cvc
átpásztázik	átpástáz	19	cvc
átszállingózik	átsállingóz	36	cvc
átvetődik	átvetődöm	141	cvc
átviharzik	átviharz	290	cc
átöltözködik	átöltözködöm	170	cvc
ávósozik	ávóšoz	16	cvc
érdekelődik	érdekelődök	285	cvc
érintődik	érintődöm	186	cvc
ígérkezik	ígérkez	66458	cvc
ívik	ív	2496	cvc
ízléstelenkedik	ízléštelenked	39	cvc
összebaszik	össebas	105	cvc
összefonódik	össefonód	34262	cvc
összehazudozik	össehazudoz	113	cvc
összekaparászik	össekaparás	34	cvc
összekontárkodik	össekontárkod	18	cvc
összekínlódik	össekínlód	127	cvc
összemelegszik	össemeleged	2155	cvc
összepacsizik	össepačiz	146	cvc
összerázódik	össerázód	1856	cvc
összevizezik	össevizez	33	cvc
összeügyeskedik	össeüḏešked	137	cvc
ötvöződik	ötvöződök	11295	cvc
ülepszik	üleped	5288	cvc
ülésezik	üléšez	27682	cvc
ütközik	ütköz	225302	cvc
üvegdobozik	üvegdoboz	3	cvc
üzérkedik	üzérked	667	cvc
őrjáratozik	őrjáratoz	483	cvc
őrszik	őrs	3	cc
abbafejezik	abbafejez	4	cvc
acélosodik	acélošod	150	cvc
adósodik	adóšod	5682	cvc
agyonaggodalmaskodik	aḏonaggodalmaškod	4	cvc
akrilozik	akriloz	12	cvc
alapszik	alaps	60602	cc
algázik	algáz	10	cvc
aláereszkedik	aláeresked	880	cvc
aláesik	aláeš	146	cvc
alásiklik	alášikl	30	cc
amortizálódik	amortizálód	3122	cvc
animálódik	animálód	112	cvc
apostolkodik	apoštolkod	686	cvc
aprózódik	aprózód	1387	cvc
archonozik	archonoz	7	cvc
arcozik	arcoz	24	cvc
arcátlankodik	arcátlankod	31	cvc
asszociálódik	associálód	600	cvc
asztalozik	astaloz	22	cvc
babozik	baboz	48	cvc
barantázik	barantáz	22	cvc
baseballozik	bašeballoz	498	cvc
beanyagozik	beaṉagoz	3	cvc
bebúvik	bebúv	45	cvc
becigizik	becigiz	12	cvc
becsalinkázik	bečalinkáz	16	cvc
becsillagozik	bečillagoz	26	cvc
becsuklik	bečukl	179	cc
befészkelődik	beféskelődöm	685	cvc
begaloppozik	begaloppoz	39	cvc
begombásodik	begombášod	247	cvc
begondolkodik	begondolkod	6	cvc
begubózódik	begubózód	47	cvc
begyűlik	beḏűlök	810	cvc
behanyatlik	behaṉatl	15	cc
behurcolkodik	behurcolkod	139	cvc
beilletlenkedik	beilletlenked	3	cvc
beintegrálódik	beintegrálód	766	cvc
bejáratódik	bejáratód	879	cvc
bekenekedik	bekeneked	26	cvc
bekocsikázik	bekočikáz	115	cvc
bekomolyodik	bekomojod	34	cvc
bekorlátozik	bekorlátoz	242	cvc
bekoszolódik	bekosolód	662	cvc
bekvártélyozik	bekvártéjoz	25	cvc
bekínlódik	bekínlód	38	cvc
bekíváncsiskodik	bekívánčiškod	65	cvc
belealszik	belealus	2242	cvc
belebakizik	belebakiz	89	cvc
belebocsátkozik	belebočátkoz	505	cvc
belebotladozik	belebotladoz	5	cvc
beleburkolózik	beleburkolódz	135	cc
belebüdösödik	belebüdöšödöm	46	cvc
belecsavarodik	belečavarod	274	cvc
belefeketedik	belefeketed	93	cvc
belefogózik	belefogódz	129	cc
belehanyatlik	belehaṉatl	41	cc
belehivatkozik	belehivatkoz	2	cvc
belejelentkezik	belejelentkez	27	cvc
belekopik	belekop	75	cvc
belekucorodik	belekucorod	66	cvc
belekuporodik	belekuporod	37	cvc
belekövesedik	belekövešed	99	cvc
beleoldódik	beleoldód	333	cvc
belepofizik	belepofiz	4	cvc
beleprogramozik	beleprogramoz	38	cvc
beleragaszkodik	beleragaskod	3	cvc
belesavanyodik	belešavaṉod	276	cvc
beleszigonyozik	belesigoṉoz	2	cvc
beleszundizik	belesundiz	2	cvc
beleszövődik	belesövődöm	1124	cvc
beletekeredik	beletekered	163	cvc
belevendégeskedik	belevendégešked	4	cvc
belevizsgálódik	belevižgálód	2	cvc
beleúszik	beleús	291	cvc
bemosakszik	bemošakod	358	cvc
bemotiválódik	bemotiválód	2	cvc
bemérgesedik	bemérgešed	95	cvc
benyílik	beṉíl	42	cvc
benáthásodik	benáthášod	136	cvc
bepirosodik	bepirošod	1771	cvc
beporzik	beporz	35	cc
bepréselődik	bepréšelődök	536	cvc
bepréselődik	bepréšelődöm	536	cvc
bepályázik	bepájáz	47	cvc
berádiózik	berádióz	22	cvc
besavasodik	bešavašod	227	cvc
beszennyeződik	beseṉṉeződöm	1913	cvc
beszerencsétlenkedik	beserenčétlenked	30	cvc
beszégyenkezik	beséḏenkez	11	cvc
beszűrődik	besűrődöm	3084	cvc
besározódik	bešározód	460	cvc
besűrűsödik	bešűrűšödök	16598	cvc
besűrűsödik	bešűrűšödöm	16598	cvc
betagolódik	betagolód	524	cvc
betelepszik	beteleped	1776	cvc
betöltekezik	betöltekez	966	cvc
beugrándozik	beugrándoz	17	cvc
bevacsizik	bevačiz	15	cvc
beviszik	bevisöm	33	cvc
bevonaglik	bevonagl	5	cc
beállítódik	beállítód	565	cvc
beáramlik	beáraml	5159	cc
beépítkezik	beépítkez	19	cvc
beóvatoskodik	beóvatoškod	77	cvc
beügyeskedik	beüḏešked	173	cvc
bicsaklik	bičakl	1642	cc
blikkesedik	blikkešed	7	cvc
bodorodik	bodorod	181	cvc
bolsevikozik	bolševikoz	21	cvc
borzolódik	borzolód	322	cvc
breviáriumozik	breviáriumoz	18	cvc
buckásodik	buckášod	172	cvc
bugázik	bugáz	86	cvc
bármelyik	bármejikök	450701	cvc
bázisozik	bázišoz	10	cvc
büdösödik	büdöšödöm	1381	cvc
bűvölődik	bűvölődök	20	cvc
celluxozik	celluxoz	70	cvc
cidrididizik	cidrididiz	2	cvc
cikkcakkozik	cikkcakkoz	79	cvc
cimbalmozik	cimbalmoz	191	cvc
combozik	comboz	22	cvc
cselgáncsozik	čelgánčoz	437	cvc
csukódik	čukód	5898	cvc
csíkászik	číkás	21	cvc
csöndesedik	čöndešed	409	cvc
deformálódik	deformálód	11452	cvc
demoralizálódik	demoralizálód	288	cvc
devalválódik	devalválód	1482	cvc
digitalizálódik	digitalizálód	719	cvc
diákoskodik	diákoškod	351	cvc
dogázik	dogáz	4	cvc
dudorodik	dudorod	1869	cvc
dulakodik	dulakod	3982	cvc
dunsztolódik	dunstolód	229	cvc
délutánozik	délutánoz	3	cvc
dévánkozik	dévánkoz	18	cvc
dúskálódik	dúškálód	24	cvc
düledezik	düledez	758	cvc
elalibizik	elalibiz	57	cvc
elaljasodik	elaljašod	144	cvc
elanyátlanodik	elaṉátlanod	377	cvc
elautókázik	elautókáz	229	cvc
elbaszakodik	elbasakod	14	cvc
elbujdosik	elbujdoš	378	cvc
eldumcsizik	eldumčiz	74	cvc
elfacsarodik	elfačarod	483	cvc
elgyámoltalanodik	elḏámoltalanod	28	cvc
elhazudik	elhazud	1919	cvc
elhozakodik	elhozakod	7	cvc
elhurcolkodik	elhurcolkod	79	cvc
eligyekszik	eliḏeks	16	cc
eliszonyodik	elisoṉod	165	cvc
elkanászodik	elkanásod	889	cvc
elkezdik	elkezdöm	2	cvc
elkutyulódik	elkuṯulód	60	cvc
elködösödik	elködöšödöm	70	cvc
ellakik	ellak	701	cvc
ellenzékieskedik	ellenzékiešked	63	cvc
elmarháskodik	elmarháškod	21	cvc
elmelegedik	elmeleged	231	cvc
elmorfondírozik	elmorfondíroz	302	cvc
elmosdik	elmošd	5	cc
eloldódik	eloldód	843	cvc
elpanaszkodik	elpanaskod	175	cvc
elpipázik	elpipáz	17	cvc
elrendezkedik	elrendezked	246	cvc
elrákosodik	elrákošod	577	cvc
elszaporodik	elsaporod	27192	cvc
elszemlélődik	elsemlélődöm	12	cvc
elszomjazik	elsomjaz	6	cvc
elszégyenkezik	elséḏenkez	24	cvc
eltenyészik	elteṉés	10	cvc
elterelődik	elterelődök	2476	cvc
eltolódik	eltolód	14516	cvc
elténykedik	eltéṉked	4	cvc
eltömődik	eltömődöm	6739	cvc
elvackolódik	elvackolód	98	cvc
elvajúdik	elvajúd	15	cvc
elvetemedik	elvetemed	461	cvc
elvízkövesedik	elvízkövešed	279	cvc
elzsiványkodik	elživáṉkod	4	cvc
előbúvik	előbúv	308	cvc
előhorgászik	előhorgás	42	cvc
előhuzakodik	előhuzakod	86	cvc
előimádkozik	előimádkoz	120	cvc
előjelentkezik	előjelentkez	156	cvc
előporzik	előporz	2	cc
előrekászálódik	előrekásálód	2	cvc
előremerészkedik	előremerésked	80	cvc
előreutazik	előreutaz	63	cvc
előrevetődik	előrevetődöm	408	cvc
előszületik	elősület	2	cvc
előtájékozódik	előtájékozód	2	cvc
elővételezik	elővételez	94	cvc
előéktelenkedik	előéktelenked	2	cvc
előítélkezik	előítélkez	31	cvc
emlékezik	emlékezök	607896	cvc
emlékezik	emlékezöm	607896	cvc
engedetlenkedik	engedetlenked	305	cvc
erőgyakorlatozik	erőḏakorlatoz	2	cvc
eszkortozik	eskortoz	9	cvc
fejlődik	fejlőd	554541	cvc
fejődik	fejődöm	797	cvc
fekszik	feksök	604506	cvc
felbaszik	felbas	1176	cvc
felbaszódik	felbasód	58	cvc
felbomlik	felboml	19634	cc
felbosszantódik	felbossantód	4	cvc
felbóklászik	felbóklás	18	cvc
