variation	base	category	suffix	input	output1	output
cselekszenek/cselekednek	bridzsezik	low	nek	bridžeziK	bridžeznek	bridžeznVk
cselekszenek/cselekednek	cumizik	low	ünk	cumiziK	cumizunk	cumizVnk
cselekszenek/cselekednek	divatozik	low	ünk	divatoziK	divatozunk	divatozVnk
cselekszenek/cselekednek	hazaugrik	high	ünk	hazaugriK	hazaugrunk	hazaugrVnk
cselekszenek/cselekednek	hibádzik	high	nek	hibádziK	hibádznak	hibádznVk
cselekszenek/cselekednek	időzik	low	tek	időziK	időztek	időztVk
cselekszenek/cselekednek	irtózik	low	tek	irtóziK	irtóztok	irtóztVk
cselekszenek/cselekednek	italozik	low	ünk	italoziK	italozunk	italozVnk
cselekszenek/cselekednek	kekeckedik	low	ünk	kekeckediK	kekeckedünk	kekeckedVnk
cselekszenek/cselekednek	komédiázik	low	ünk	komédiáziK	komédiázunk	komédiázVnk
cselekszenek/cselekednek	kutakodik	low	tek	kutakodiK	kutakodtok	kutakodtVk
cselekszenek/cselekednek	marakodik	low	nek	marakodiK	maraksanak	maraksVnVk
cselekszenek/cselekednek	sebesedik	low	nek	šebešediK	šebešednek	šebešednVk
cselekszenek/cselekednek	ágazik	low	tek	ágaziK	ágaztok	ágaztVk
cselekszenek/cselekednek	csókolózik	low	ünk	čókolóziK	čókolódzunk	čókolódzVnk
cselekszenek/cselekednek	döglik	low	tek	dögliK	döglötök	döglVtVk
cselekszenek/cselekednek	feneklik	high	nek	fenekliK	feneklenek	feneklVnVk
cselekszenek/cselekednek	izmozik	low	ünk	izmoziK	izmozunk	izmozVnk
cselekszenek/cselekednek	kavarodik	low	ünk	kavarodiK	kavarodunk	kavarodVnk
cselekszenek/cselekednek	kérezkedik	low	nek	kérezkediK	kérezkednek	kérezkednVk
cselekszenek/cselekednek	pasizik	low	ünk	pašiziK	pašizunk	pašizVnk
cselekszenek/cselekednek	remizik	low	nek	remiziK	remiznek	remiznVk
cselekszenek/cselekednek	sorolódik	low	ünk	šorolódiK	šorolódunk	šorolódVnk
cselekszenek/cselekednek	szarakodik	low	tek	sarakodiK	sarakodtok	sarakodtVk
cselekszenek/cselekednek	szóródik	low	ünk	sóródiK	sóródunk	sóródVnk
cselekszenek/cselekednek	tornázik	low	tek	tornáziK	tornáztok	tornáztVk
cselekszenek/cselekednek	társasozik	low	tek	táršašoziK	táršašoztok	táršašoztVk
cselekszenek/cselekednek	töltődik	low	tek	töltődiK	töltődtök	töltődtVk
cselekszenek/cselekednek	dartsozik	low	ünk	dartšoziK	dartšozunk	dartšozVnk
cselekszenek/cselekednek	furikázik	low	tek	furikáziK	furikáztok	furikáztVk
cselekszenek/cselekednek	fényesedik	low	tek	féṉešediK	féṉešedtek	féṉešedtVk
cselekszenek/cselekednek	hajhászik	low	ünk	hajhásiK	hajhásunk	hajhásVnk
cselekszenek/cselekednek	halódik	low	ünk	halódiK	halódunk	halódVnk
cselekszenek/cselekednek	illetődik	low	nek	illetődiK	illetődnek	illetődnVk
cselekszenek/cselekednek	jelenik	low	nek	jeleniK	jelenenek	jelenVnVk
cselekszenek/cselekednek	komcsizik	low	ünk	komčiziK	komčizunk	komčizVnk
cselekszenek/cselekednek	meszesedik	low	tek	mesešediK	mesešedtek	mesešedtVk
cselekszenek/cselekednek	nemesedik	low	ünk	nemešediK	nemešedünk	nemešedVnk
cselekszenek/cselekednek	nyomakodik	low	ünk	ṉomakodiK	ṉomakodunk	ṉomakodVnk
cselekszenek/cselekednek	szabódik	low	nek	sabódiK	sabódnak	sabódnVk
cselekszenek/cselekednek	szomorodik	low	nek	somorodiK	somorodnak	somorodnVk
cselekszenek/cselekednek	szomorodik	low	ünk	somorodiK	somorodunk	somorodVnk
cselekszenek/cselekednek	sápítozik	low	ünk	šápítoziK	šápítozunk	šápítozVnk
cselekszenek/cselekednek	sütizik	low	nek	šütiziK	šütiznek	šütiznVk
cselekszenek/cselekednek	törülközik	low	nek	törülköziK	törülköznek	törülköznVk
cselekszenek/cselekednek	vidámkodik	low	ünk	vidámkodiK	vidámkodunk	vidámkodVnk
cselekszenek/cselekednek	zsírosodik	low	ünk	žírošodiK	žírošodunk	žírošodVnk
cselekszenek/cselekednek	árulkodik	low	ünk	árulkodiK	árulkodunk	árulkodVnk
cselekszenek/cselekednek	üzekedik	low	tek	üzekediK	üzekedtek	üzekedtVk
cselekszenek/cselekednek	őrködik	low	tek	őrködiK	őrködtök	őrködtVk
cselekszenek/cselekednek	bontakozik	low	ünk	bontakoziK	bontakozunk	bontakozVnk
cselekszenek/cselekednek	bucskázik	low	nek	bučkáziK	bučkáznak	bučkáznVk
cselekszenek/cselekednek	csúfolódik	low	ünk	čúfolódiK	čúfolódunk	čúfolódVnk
cselekszenek/cselekednek	fogózik	low	ünk	fogóziK	fogódzunk	fogódzVnk
cselekszenek/cselekednek	furakszik	high	nek	furaksiK	furaksanak	furaksVnVk
cselekszenek/cselekednek	furakszik	low	nek	furaksiK	furaksanak	furaksVnVk
cselekszenek/cselekednek	gabalyodik	low	tek	gabajodiK	gabajodtok	gabajodtVk
cselekszenek/cselekednek	gyúródik	low	nek	ḏúródiK	ḏúródnak	ḏúródnVk
cselekszenek/cselekednek	hancúrozik	low	tek	hancúroziK	hancúroztok	hancúroztVk
cselekszenek/cselekednek	hízik	low	tek	híziK	híztok	híztVk
cselekszenek/cselekednek	hősködik	low	ünk	hőšködiK	hőšködünk	hőšködVnk
cselekszenek/cselekednek	porzik	high	ünk	porziK	porzunk	porzVnk
cselekszenek/cselekednek	bobozik	low	ünk	boboziK	bobozunk	bobozVnk
cselekszenek/cselekednek	cihelődik	low	ünk	cihelődiK	cihelődünk	cihelődVnk
cselekszenek/cselekednek	cserélődik	low	ünk	čerélődiK	čerélődünk	čerélődVnk
cselekszenek/cselekednek	dudorászik	low	ünk	dudorásiK	dudorásunk	dudorásVnk
cselekszenek/cselekednek	kallódik	low	ünk	kallódiK	kallódunk	kallódVnk
cselekszenek/cselekednek	kocsizik	low	ünk	kočiziK	kočizunk	kočizVnk
cselekszenek/cselekednek	magozik	low	nek	magoziK	magoznak	magoznVk
cselekszenek/cselekednek	magozik	low	ünk	magoziK	magozunk	magozVnk
cselekszenek/cselekednek	mutyizik	low	ünk	muṯiziK	muṯizunk	muṯizVnk
cselekszenek/cselekednek	ordítozik	low	tek	ordítoziK	ordítoztok	ordítoztVk
cselekszenek/cselekednek	penészedik	low	ünk	penésediK	penésedünk	penésedVnk
cselekszenek/cselekednek	pólózik	low	ünk	pólóziK	pólózunk	pólózVnk
cselekszenek/cselekednek	tamáskodik	low	ünk	tamáškodiK	tamáškodunk	tamáškodVnk
cselekszenek/cselekednek	tenyészik	low	ünk	teṉésiK	teṉésünk	teṉésVnk
cselekszenek/cselekednek	tetszik	high	nek	tetsiK	tetsnek	tetsnVk
cselekszenek/cselekednek	tetszik	low	nek	tetsiK	tetsnek	tetsnVk
cselekszenek/cselekednek	záródik	low	ünk	záródiK	záródunk	záródVnk
cselekszenek/cselekednek	aljasodik	low	nek	aljašodiK	aljašodnak	aljašodnVk
cselekszenek/cselekednek	atyáskodik	low	nek	aṯáškodiK	aṯáškodnak	aṯáškodnVk
cselekszenek/cselekednek	diplomázik	low	ünk	diplomáziK	diplomázunk	diplomázVnk
cselekszenek/cselekednek	dumcsizik	low	tek	dumčiziK	dumčiztok	dumčiztVk
cselekszenek/cselekednek	eszik	low	nek	esiK	esenek	esVnVk
cselekszenek/cselekednek	gokartozik	low	nek	gokartoziK	gokartoznak	gokartoznVk
cselekszenek/cselekednek	horgászik	low	tek	horgásiK	horgástok	horgástVk
cselekszenek/cselekednek	háborodik	low	tek	háborodiK	háborodtok	háborodtVk
cselekszenek/cselekednek	kucorodik	low	ünk	kucorodiK	kucorodunk	kucorodVnk
cselekszenek/cselekednek	szökik	low	tek	sökiK	söktök	söktVk
cselekszenek/cselekednek	sörözik	low	tek	šöröziK	šöröztök	šöröztVk
cselekszenek/cselekednek	vetődik	low	tek	vetődiK	vetődtök	vetődtVk
cselekszenek/cselekednek	áskálódik	low	ünk	áškálódiK	áškálódunk	áškálódVnk
cselekszenek/cselekednek	őrizkedik	low	ünk	őrizkediK	őrizkedünk	őrizkedVnk
cselekszenek/cselekednek	akarózik	low	nek	akaróziK	akaróznak	akaróznVk
cselekszenek/cselekednek	bumlizik	low	nek	bumliziK	bumliznak	bumliznVk
cselekszenek/cselekednek	gyötrődik	low	tek	ḏötrődiK	ḏötrődtök	ḏötrődtVk
cselekszenek/cselekednek	időutazik	low	nek	időutaziK	időutaznak	időutaznVk
cselekszenek/cselekednek	motorozik	low	tek	motoroziK	motoroztok	motoroztVk
cselekszenek/cselekednek	nőiesedik	low	tek	nőiešediK	nőiešedtek	nőiešedtVk
cselekszenek/cselekednek	tevődik	low	ünk	tevődiK	tevődünk	tevődVnk
cselekszenek/cselekednek	tiltakozik	low	nek	tiltakoziK	tiltakoznek	tiltakoznVk
cselekszenek/cselekednek	táborozik	low	tek	táboroziK	táboroztok	táboroztVk
cselekszenek/cselekednek	vonaglik	high	ünk	vonagliK	vonaglunk	vonaglVnk
cselekszenek/cselekednek	bucskázik	low	ünk	bučkáziK	bučkázunk	bučkázVnk
cselekszenek/cselekednek	csellózik	low	nek	čellóziK	čellóznak	čellóznVk
cselekszenek/cselekednek	esküdözik	low	ünk	ešküdöziK	ešküdözünk	ešküdözVnk
cselekszenek/cselekednek	fekszik	high	ünk	feksiK	feksunk	feksVnk
cselekszenek/cselekednek	fekszik	low	ünk	feksiK	feksunk	feksVnk
cselekszenek/cselekednek	futamodik	low	tek	futamodiK	futamodtok	futamodtVk
cselekszenek/cselekednek	kaparászik	low	ünk	kaparásiK	kaparásunk	kaparásVnk
cselekszenek/cselekednek	keményedik	low	ünk	keméṉediK	keméṉedünk	keméṉedVnk
cselekszenek/cselekednek	kopaszodik	low	ünk	kopasodiK	kopasodunk	kopasodVnk
cselekszenek/cselekednek	lopózik	low	ünk	lopóziK	lopózunk	lopózVnk
cselekszenek/cselekednek	pörlekedik	low	nek	pörlekediK	pörlekednek	pörlekednVk
cselekszenek/cselekednek	ripakodik	low	nek	ripakodiK	ripakodnak	ripakodnVk
cselekszenek/cselekednek	rökönyödik	low	ünk	rököṉödiK	rököṉödünk	rököṉödVnk
cselekszenek/cselekednek	szundizik	low	nek	sundiziK	sundiznak	sundiznVk
cselekszenek/cselekednek	szóbelizik	low	tek	sóbeliziK	sóbeliztek	sóbeliztVk
cselekszenek/cselekednek	takarózik	low	nek	takaróziK	takaródznak	takaródznVk
cselekszenek/cselekednek	ólálkodik	low	ünk	ólálkodiK	ólálkodunk	ólálkodVnk
cselekszenek/cselekednek	ötlik	low	ünk	ötliK	ötlünk	ötlVnk
cselekszenek/cselekednek	bénázik	low	tek	bénáziK	bénáztok	bénáztVk
cselekszenek/cselekednek	cicózik	low	ünk	cicóziK	cicózunk	cicózVnk
cselekszenek/cselekednek	haknizik	low	ünk	hakniziK	haknizunk	haknizVnk
cselekszenek/cselekednek	hasadozik	low	nek	hašadoziK	hašadoznak	hašadoznVk
cselekszenek/cselekednek	hazaugrik	high	nek	hazaugriK	hazaugranak	hazaugrVnVk
cselekszenek/cselekednek	hazavágyik	low	ünk	hazaváḏiK	hazaváḏunk	hazaváḏVnk
cselekszenek/cselekednek	hibádzik	high	nek	hibádziK	hibádzanak	hibádzVnVk
cselekszenek/cselekednek	lopódzik	high	ünk	lopódziK	lopódzunk	lopódzVnk
cselekszenek/cselekednek	nézelődik	low	tek	nézelődiK	nézelődtek	nézelődtVk
cselekszenek/cselekednek	omlik	high	nek	omliK	omlenek	omlVnVk
cselekszenek/cselekednek	ralizik	low	nek	raliziK	raliznak	raliznVk
cselekszenek/cselekednek	ringatózik	low	nek	ringatóziK	ringatódznak	ringatódznVk
cselekszenek/cselekednek	szondázik	low	nek	sondáziK	sondáznak	sondáznVk
cselekszenek/cselekednek	színesedik	low	ünk	sínešediK	sínešedünk	sínešedVnk
cselekszenek/cselekednek	tudódik	low	nek	tudódiK	tudódnak	tudódnVk
cselekszenek/cselekednek	zuhanyozik	low	tek	zuhaṉoziK	zuhaṉoztok	zuhaṉoztVk
cselekszenek/cselekednek	ágaskodik	low	ünk	ágaškodiK	ágaškodunk	ágaškodVnk
cselekszenek/cselekednek	érkezik	low	nek	érkeziK	érkezenek	érkezVnVk
cselekszenek/cselekednek	baszakodik	low	tek	basakodiK	basakodtok	basakodtVk
cselekszenek/cselekednek	botladozik	low	tek	botladoziK	botladoztok	botladoztVk
cselekszenek/cselekednek	bátorkodik	low	tek	bátorkodiK	bátorkodtok	bátorkodtVk
cselekszenek/cselekednek	cidrizik	low	ünk	cidriziK	cidrizünk	cidrizVnk
cselekszenek/cselekednek	cigányozik	low	tek	cigáṉoziK	cigáṉoztok	cigáṉoztVk
cselekszenek/cselekednek	furulyázik	low	ünk	furujáziK	furujázunk	furujázVnk
cselekszenek/cselekednek	gyürkőzik	low	ünk	ḏürkőziK	ḏürkőzünk	ḏürkőzVnk
cselekszenek/cselekednek	kapálózik	low	tek	kapálóziK	kapálóztok	kapálóztVk
cselekszenek/cselekednek	komorodik	low	nek	komorodiK	komorodnak	komorodnVk
cselekszenek/cselekednek	kunyizik	low	nek	kuṉiziK	kuṉiznak	kuṉiznVk
cselekszenek/cselekednek	tárulkozik	low	ünk	tárulkoziK	tárulkozunk	tárulkozVnk
cselekszenek/cselekednek	törölközik	low	ünk	törölköziK	törölközünk	törölközVnk
cselekszenek/cselekednek	válik	low	nek	váliK	válanak	válVnVk
cselekszenek/cselekednek	avatódik	low	ünk	avatódiK	avatódunk	avatódVnk
cselekszenek/cselekednek	bogozik	low	ünk	bogoziK	bogozunk	bogozVnk
cselekszenek/cselekednek	bundázik	low	ünk	bundáziK	bundázunk	bundázVnk
cselekszenek/cselekednek	csömörlik	low	nek	čömörliK	čömörlenek	čömörlVnVk
cselekszenek/cselekednek	heveskedik	low	nek	heveškediK	heveškednek	heveškednVk
cselekszenek/cselekednek	kalózkodik	low	ünk	kalózkodiK	kalózkodunk	kalózkodVnk
cselekszenek/cselekednek	karatézik	low	ünk	karatéziK	karatézunk	karatézVnk
cselekszenek/cselekednek	kufárkodik	low	ünk	kufárkodiK	kufárkodunk	kufárkodVnk
cselekszenek/cselekednek	ladik	low	nek	ladiK	ladnak	ladnVk
cselekszenek/cselekednek	madarászik	low	ünk	madarásiK	madarásunk	madarásVnk
cselekszenek/cselekednek	menekszik	high	ünk	meneksiK	menekedünk	menekedVnk
cselekszenek/cselekednek	menekszik	low	ünk	meneksiK	menekedünk	menekedVnk
cselekszenek/cselekednek	mérgeződik	low	ünk	mérgeződiK	mérgeződünk	mérgeződVnk
cselekszenek/cselekednek	pukizik	low	ünk	pukiziK	pukizunk	pukizVnk
cselekszenek/cselekednek	ringatózik	low	tek	ringatóziK	ringatóztok	ringatóztVk
cselekszenek/cselekednek	rögbizik	low	nek	rögbiziK	rögbiznek	rögbiznVk
cselekszenek/cselekednek	szegődik	low	tek	segődiK	segődtek	segődtVk
cselekszenek/cselekednek	szerzik	high	nek	serziK	serznek	serznVk
cselekszenek/cselekednek	szivarozik	low	ünk	sivaroziK	sivarozunk	sivarozVnk
cselekszenek/cselekednek	sürgölődik	low	ünk	šürgölődiK	šürgölődünk	šürgölődVnk
cselekszenek/cselekednek	tamáskodik	low	nek	tamáškodiK	tamáškodnak	tamáškodnVk
cselekszenek/cselekednek	tartozik	low	nek	tartoziK	tartoznek	tartoznVk
cselekszenek/cselekednek	tatozik	low	ünk	tatoziK	tatozunk	tatozVnk
cselekszenek/cselekednek	terelődik	low	ünk	terelődiK	terelődünk	terelődVnk
cselekszenek/cselekednek	titkolózik	low	ünk	titkolóziK	titkolódzunk	titkolódzVnk
cselekszenek/cselekednek	ugrik	high	tek	ugriK	ugortok	ugortVk
cselekszenek/cselekednek	vigadozik	low	ünk	vigadoziK	vigadozunk	vigadozVnk
cselekszenek/cselekednek	akaszkodik	low	ünk	akaskodiK	akaskodunk	akaskodVnk
cselekszenek/cselekednek	alszik	high	ünk	alsiK	aludunk	aludVnk
cselekszenek/cselekednek	alszik	low	ünk	alsiK	aludunk	aludVnk
cselekszenek/cselekednek	baszakodik	low	ünk	basakodiK	basakodunk	basakodVnk
cselekszenek/cselekednek	bogozik	low	nek	bogoziK	bogoznak	bogoznVk
cselekszenek/cselekednek	bridzsezik	low	tek	bridžeziK	bridžeztek	bridžeztVk
cselekszenek/cselekednek	burkolózik	low	ünk	burkolóziK	burkolódzunk	burkolódzVnk
cselekszenek/cselekednek	centizik	low	ünk	centiziK	centizünk	centizVnk
cselekszenek/cselekednek	falatozik	low	tek	falatoziK	falatoztok	falatoztVk
cselekszenek/cselekednek	fórumozik	low	tek	fórumoziK	fórumoztok	fórumoztVk
cselekszenek/cselekednek	galoppozik	low	ünk	galoppoziK	galoppozunk	galoppozVnk
cselekszenek/cselekednek	halálozik	low	ünk	haláloziK	halálozunk	halálozVnk
cselekszenek/cselekednek	hazaesik	low	tek	hazaešiK	hazaeštek	hazaeštVk
cselekszenek/cselekednek	hengeredik	low	tek	hengerediK	hengeredtek	hengeredtVk
cselekszenek/cselekednek	ismétlődik	low	tek	išmétlődiK	išmétlődtek	išmétlődtVk
cselekszenek/cselekednek	képzelődik	low	tek	képzelődiK	képzelődtök	képzelődtVk
cselekszenek/cselekednek	magasodik	low	ünk	magašodiK	magašodunk	magašodVnk
cselekszenek/cselekednek	nyáladzik	high	ünk	ṉáladziK	ṉáladzunk	ṉáladzVnk
cselekszenek/cselekednek	petárdázik	low	ünk	petárdáziK	petárdázunk	petárdázVnk
cselekszenek/cselekednek	pogózik	low	ünk	pogóziK	pogózunk	pogózVnk
cselekszenek/cselekednek	pontozódik	low	nek	pontozódiK	pontozódnak	pontozódnVk
cselekszenek/cselekednek	poénkodik	low	tek	poénkodiK	poénkodtok	poénkodtVk
cselekszenek/cselekednek	ruházkodik	low	ünk	ruházkodiK	ruházkodunk	ruházkodVnk
cselekszenek/cselekednek	rögbizik	low	tek	rögbiziK	rögbiztek	rögbiztVk
cselekszenek/cselekednek	sáfárkodik	low	tek	šáfárkodiK	šáfárkodtok	šáfárkodtVk
cselekszenek/cselekednek	súrlódik	low	ünk	šúrlódiK	šúrlódunk	šúrlódVnk
cselekszenek/cselekednek	tiplizik	low	nek	tipliziK	tipliznek	tipliznVk
cselekszenek/cselekednek	történik	low	ünk	történiK	történünk	történVnk
cselekszenek/cselekednek	vakarózik	low	ünk	vakaróziK	vakaródzunk	vakaródzVnk
cselekszenek/cselekednek	veszekszik	high	ünk	veseksiK	veseksunk	veseksVnk
cselekszenek/cselekednek	veszekszik	low	ünk	veseksiK	veseksunk	veseksVnk
cselekszenek/cselekednek	viaskodik	low	tek	viaškodiK	viaškodtok	viaškodtVk
cselekszenek/cselekednek	ágyazódik	low	ünk	áḏazódiK	áḏazódunk	áḏazódVnk
cselekszenek/cselekednek	aláfekszik	high	nek	aláfeksiK	aláfeksenek	aláfeksVnVk
cselekszenek/cselekednek	angolozik	low	tek	angoloziK	angoloztok	angoloztVk
cselekszenek/cselekednek	balettozik	low	ünk	balettoziK	balettozunk	balettozVnk
cselekszenek/cselekednek	bűzlik	low	tek	bűzliK	bűzlötök	bűzlVtVk
cselekszenek/cselekednek	cicizik	low	nek	ciciziK	ciciznek	ciciznVk
cselekszenek/cselekednek	csalizik	low	nek	čaliziK	čaliznak	čaliznVk
cselekszenek/cselekednek	csömörlik	low	ünk	čömörliK	čömörlünk	čömörlVnk
cselekszenek/cselekednek	fingik	high	tek	fingiK	fingotok	fingVtVk
cselekszenek/cselekednek	fogzik	high	nek	fogziK	fogzanak	fogzVnVk
cselekszenek/cselekednek	furakszik	high	ünk	furaksiK	furaksunk	furaksVnk
cselekszenek/cselekednek	furakszik	low	ünk	furaksiK	furaksunk	furaksVnk
cselekszenek/cselekednek	gémberedik	low	tek	gémberediK	gémberedtek	gémberedtVk
cselekszenek/cselekednek	haldoklik	high	tek	haldokliK	haldokoltok	haldokoltVk
cselekszenek/cselekednek	hangosodik	low	nek	hangošodiK	hangošodnak	hangošodnVk
cselekszenek/cselekednek	hasonlik	high	nek	hašonliK	hašonlanak	hašonlVnVk
cselekszenek/cselekednek	iparkodik	low	tek	iparkodiK	iparkodtok	iparkodtVk
cselekszenek/cselekednek	kergetőzik	low	tek	kergetőziK	kergetőztek	kergetőztVk
cselekszenek/cselekednek	képződik	low	ünk	képződiK	képződünk	képződVnk
cselekszenek/cselekednek	látszik	high	nek	látsiK	látsnak	látsnVk
cselekszenek/cselekednek	napozik	low	tek	napoziK	napoztok	napoztVk
cselekszenek/cselekednek	részegedik	low	ünk	résegediK	résegedünk	résegedVnk
cselekszenek/cselekednek	tudakozik	low	nek	tudakoziK	tudakoznak	tudakoznVk
cselekszenek/cselekednek	tévelyedik	low	ünk	tévejediK	tévejedünk	tévejedVnk
cselekszenek/cselekednek	viharzik	high	ünk	viharziK	viharzunk	viharzVnk
cselekszenek/cselekednek	vihorászik	low	ünk	vihorásiK	vihorásunk	vihorásVnk
cselekszenek/cselekednek	ütődik	low	ünk	ütődiK	ütődünk	ütődVnk
cselekszenek/cselekednek	alázkodik	low	ünk	alázkodiK	alázkodunk	alázkodVnk
cselekszenek/cselekednek	bátorodik	low	ünk	bátorodiK	bátorodunk	bátorodVnk
cselekszenek/cselekednek	drótozik	low	nek	drótoziK	drótoznak	drótoznVk
cselekszenek/cselekednek	félreugrik	high	ünk	félreugriK	félreugrunk	félreugrVnk
cselekszenek/cselekednek	fürdik	low	tek	fürdiK	fürdötök	fürdVtVk
cselekszenek/cselekednek	fürdőzik	low	ünk	fürdőziK	fürdőzünk	fürdőzVnk
cselekszenek/cselekednek	gecizik	low	tek	geciziK	geciztek	geciztVk
cselekszenek/cselekednek	hivalkodik	low	tek	hivalkodiK	hivalkodtok	hivalkodtVk
cselekszenek/cselekednek	hokizik	low	ünk	hokiziK	hokizunk	hokizVnk
cselekszenek/cselekednek	ládázik	low	ünk	ládáziK	ládázunk	ládázVnk
cselekszenek/cselekednek	nyalizik	low	ünk	ṉaliziK	ṉalizunk	ṉalizVnk
cselekszenek/cselekednek	párosodik	low	ünk	párošodiK	párošodunk	párošodVnk
cselekszenek/cselekednek	példálózik	low	nek	példálóziK	példálódznak	példálódznVk
cselekszenek/cselekednek	szalagozik	low	nek	salagoziK	salagoznak	salagoznVk
cselekszenek/cselekednek	sápadozik	low	nek	šápadoziK	šápadoznak	šápadoznVk
cselekszenek/cselekednek	telezik	low	tek	teleziK	teleztek	teleztVk
cselekszenek/cselekednek	tusakodik	low	tek	tušakodiK	tušakodtok	tušakodtVk
cselekszenek/cselekednek	tántorodik	low	ünk	tántorodiK	tántorodunk	tántorodVnk
cselekszenek/cselekednek	zajlik	high	nek	zajliK	zajlnak	zajlnVk
cselekszenek/cselekednek	éjszakázik	low	tek	éjsakáziK	éjsakáztok	éjsakáztVk
cselekszenek/cselekednek	alszik	high	tek	alsiK	aludtok	aludtVk
cselekszenek/cselekednek	alszik	low	tek	alsiK	aludtok	aludtVk
cselekszenek/cselekednek	bóklászik	low	tek	bóklásiK	bóklástok	bóklástVk
cselekszenek/cselekednek	csatakozik	low	nek	čatakoziK	čatakoznak	čatakoznVk
cselekszenek/cselekednek	csetlik	high	ünk	četliK	četlünk	četlVnk
cselekszenek/cselekednek	fejődik	low	ünk	fejődiK	fejődünk	fejődVnk
cselekszenek/cselekednek	gumizik	low	nek	gumiziK	gumiznak	gumiznVk
cselekszenek/cselekednek	gumizik	low	ünk	gumiziK	gumizunk	gumizVnk
cselekszenek/cselekednek	kamaszodik	low	ünk	kamasodiK	kamasodunk	kamasodVnk
cselekszenek/cselekednek	keletkezik	low	ünk	keletkeziK	keletkezünk	keletkezVnk
cselekszenek/cselekednek	korongozik	low	ünk	korongoziK	korongozunk	korongozVnk
cselekszenek/cselekednek	mérkőzik	low	tek	mérkőziK	mérkőztök	mérkőztVk
cselekszenek/cselekednek	reggelizik	low	ünk	reggeliziK	reggelizunk	reggelizVnk
cselekszenek/cselekednek	siklik	high	tek	šikliK	šiklotok	šiklVtVk
cselekszenek/cselekednek	tekergőzik	low	nek	tekergőziK	tekergődznek	tekergődznVk
cselekszenek/cselekednek	torlik	high	ünk	torliK	torlunk	torlVnk
cselekszenek/cselekednek	veszekszik	high	tek	veseksiK	veseksetek	veseksVtVk
cselekszenek/cselekednek	veszekszik	low	tek	veseksiK	veseksetek	veseksVtVk
cselekszenek/cselekednek	vonatozik	low	tek	vonatoziK	vonatoztok	vonatoztVk
cselekszenek/cselekednek	feketézik	low	tek	feketéziK	feketéztek	feketéztVk
cselekszenek/cselekednek	fekszik	high	tek	feksiK	fekeztek	fekeztVk
cselekszenek/cselekednek	fekszik	low	tek	feksiK	fekeztek	fekeztVk
cselekszenek/cselekednek	formálódik	low	tek	formálódiK	formálódtok	formálódtVk
cselekszenek/cselekednek	gazdisodik	low	nek	gazdišodiK	gazdišodnak	gazdišodnVk
cselekszenek/cselekednek	izolálódik	low	ünk	izolálódiK	izolálódunk	izolálódVnk
cselekszenek/cselekednek	komcsizik	low	tek	komčiziK	komčiztok	komčiztVk
cselekszenek/cselekednek	morgolódik	low	tek	morgolódiK	morgolódtok	morgolódtVk
cselekszenek/cselekednek	nyalakodik	low	ünk	ṉalakodiK	ṉalakodunk	ṉalakodVnk
cselekszenek/cselekednek	nyomorodik	low	ünk	ṉomorodiK	ṉomorodunk	ṉomorodVnk
cselekszenek/cselekednek	nyugszik	high	tek	ṉugsiK	ṉugsotok	ṉugsVtVk
cselekszenek/cselekednek	nyugszik	low	tek	ṉugsiK	ṉugsotok	ṉugsVtVk
cselekszenek/cselekednek	pipiskedik	low	tek	pipiškediK	pipiškedtek	pipiškedtVk
cselekszenek/cselekednek	pácolódik	low	ünk	pácolódiK	pácolódunk	pácolódVnk
cselekszenek/cselekednek	sugárzik	high	tek	šugárziK	šugárzotok	šugárzVtVk
cselekszenek/cselekednek	tegeződik	low	tek	tegeződiK	tegeződtök	tegeződtVk
cselekszenek/cselekednek	torlódik	low	ünk	torlódiK	torlódunk	torlódVnk
cselekszenek/cselekednek	vetkőzik	low	tek	vetkőziK	vetkőztök	vetkőztVk
cselekszenek/cselekednek	viszonylik	high	ünk	visoṉliK	visoṉlunk	visoṉlVnk
cselekszenek/cselekednek	óvakodik	low	tek	óvakodiK	óvakodtok	óvakodtVk
cselekszenek/cselekednek	bábozódik	low	ünk	bábozódiK	bábozódunk	bábozódVnk
cselekszenek/cselekednek	csapdázik	low	ünk	čapdáziK	čapdázunk	čapdázVnk
cselekszenek/cselekednek	csíkozik	low	ünk	číkoziK	číkozunk	číkozVnk
cselekszenek/cselekednek	duhajkodik	low	ünk	duhajkodiK	duhajkodunk	duhajkodVnk
cselekszenek/cselekednek	esküszik	low	ünk	ešküsiK	ešküdünk	ešküdVnk
cselekszenek/cselekednek	finomodik	low	ünk	finomodiK	finomodunk	finomodVnk
cselekszenek/cselekednek	hallatszik	high	ünk	hallatsiK	hallatsunk	hallatsVnk
cselekszenek/cselekednek	heveskedik	low	tek	heveškediK	heveškedtek	heveškedtVk
cselekszenek/cselekednek	kotlik	high	ünk	kotliK	kotlunk	kotlVnk
cselekszenek/cselekednek	kunyizik	low	ünk	kuṉiziK	kuṉizunk	kuṉizVnk
cselekszenek/cselekednek	ladik	low	ünk	ladiK	ladunk	ladVnk
cselekszenek/cselekednek	látszik	high	nek	látsiK	láteznek	láteznVk
cselekszenek/cselekednek	olvadozik	low	tek	olvadoziK	olvadoztok	olvadoztVk
cselekszenek/cselekednek	roskadozik	low	tek	roškadoziK	roškadoztok	roškadoztVk
